"ID_orig","ID_new"
86064,1215
18100,1216
12123,1217
158574,1218
48964,1219
21996,1220
103785,1221
21183,1222
10225,1223
38299,1224
93967,1225
33631,1226
42427,1227
132349,1228
100499,1229
188502,1230
5466,1231
150602,1232
7966,1233
143507,1234
17640,1235
87879,1236
24293,1237
89768,1238
182909,1239
118899,1240
39151,1241
184732,1242
44382,1243
143072,1244
156174,1245
27396,1246
109582,1247
159459,1248
139820,1249
16483,1250
113054,1251
181409,1252
137429,1253
89219,1254
168897,1255
116797,1256
183435,1257
96568,1258
167142,1259
35313,1260
51790,1261
12106,1262
115269,1263
71645,1264
43118,1265
168703,1266
118988,1267
190577,1268
186109,1269
76354,1270
105729,1271
185614,1272
7835,1273
152644,1274
64194,1275
183472,1276
77286,1277
58465,1278
173717,1279
31822,1280
119120,1281
113535,1282
35697,1283
113019,1284
171035,1285
169415,1286
57638,1287
138547,1288
138027,1289
101972,1290
33592,1291
59313,1292
93511,1293
128193,1294
114446,1295
97974,1296
20380,1297
147302,1298
57516,1299
1073,1300
117570,1301
102004,1302
139628,1303
41942,1304
57391,1305
121020,1306
56141,1307
39168,1308
155183,1309
54290,1310
177172,1311
41896,1312
122461,1313
180405,1314
85846,1315
2106,1316
149165,1317
175832,1318
55782,1319
115713,1320
1213,1321
151958,1322
66079,1323
44114,1324
85619,1325
44702,1326
142430,1327
93230,1328
43884,1329
90362,1330
178500,1331
88160,1332
186205,1333
111086,1334
10758,1335
95637,1336
161153,1337
84102,1338
93724,1339
33775,1340
96683,1341
116910,1342
180223,1343
34220,1344
160422,1345
169775,1346
125552,1347
167977,1348
75318,1349
134212,1350
75359,1351
33095,1352
70364,1353
83622,1354
134372,1355
144580,1356
123053,1357
25537,1358
148797,1359
72432,1360
57983,1361
165374,1362
13935,1363
17120,1364
128338,1365
147636,1366
116905,1367
125313,1368
139372,1369
88713,1370
31060,1371
189512,1372
5786,1373
22342,1374
28810,1375
39829,1376
147437,1377
86181,1378
8857,1379
160574,1380
55309,1381
161783,1382
54512,1383
104893,1384
1806,1385
187802,1386
8411,1387
56190,1388
115859,1389
33059,1390
168618,1391
45933,1392
87510,1393
22793,1394
49169,1395
112290,1396
15788,1397
118018,1398
133671,1399
102327,1400
86183,1401
73937,1402
191154,1403
129437,1404
109565,1405
19660,1406
156453,1407
159856,1408
85025,1409
182836,1410
156558,1411
45988,1412
133131,1413
57052,1414
141490,1415
188818,1416
62778,1417
154920,1418
71401,1419
81116,1420
152663,1421
38487,1422
102134,1423
5545,1424
47770,1425
82992,1426
168525,1427
121146,1428
181771,1429
42241,1430
177057,1431
157203,1432
189696,1433
97866,1434
49466,1435
9282,1436
178250,1437
122594,1438
143794,1439
4964,1440
56016,1441
72946,1442
178672,1443
2537,1444
92339,1445
134882,1446
184518,1447
149847,1448
180819,1449
172490,1450
153588,1451
170315,1452
15032,1453
82142,1454
151969,1455
101950,1456
160144,1457
126174,1458
111186,1459
64068,1460
150836,1461
54881,1462
164563,1463
161932,1464
6204,1465
20147,1466
83859,1467
119383,1468
106766,1469
183324,1470
169907,1471
540,1472
26188,1473
47472,1474
141101,1475
102154,1476
53113,1477
162579,1478
125249,1479
22260,1480
177187,1481
84875,1482
61298,1483
76815,1484
36281,1485
41449,1486
191605,1487
109592,1488
179827,1489
115994,1490
131498,1491
38322,1492
133153,1493
143275,1494
109064,1495
60204,1496
35082,1497
125001,1498
111447,1499
183952,1500
11051,1501
157379,1502
57119,1503
73712,1504
22347,1505
148098,1506
35717,1507
155149,1508
144312,1509
1242,1510
23453,1511
96480,1512
161021,1513
136360,1514
63407,1515
88159,1516
6211,1517
168646,1518
142925,1519
83867,1520
7357,1521
91957,1522
2338,1523
13955,1524
106755,1525
173413,1526
153658,1527
115394,1528
145428,1529
182051,1530
86173,1531
133055,1532
167501,1533
163956,1534
39406,1535
112183,1536
39128,1537
183528,1538
182796,1539
151944,1540
58770,1541
138619,1542
53768,1543
82594,1544
182064,1545
38471,1546
42968,1547
30436,1548
186717,1549
32708,1550
120778,1551
54228,1552
41976,1553
129215,1554
20235,1555
31987,1556
131889,1557
59595,1558
147908,1559
30249,1560
179910,1561
98534,1562
27358,1563
57840,1564
121617,1565
86534,1566
84952,1567
141832,1568
133444,1569
141690,1570
8226,1571
17915,1572
59045,1573
94730,1574
121094,1575
190844,1576
155937,1577
1357,1578
180413,1579
82490,1580
88722,1581
23662,1582
78736,1583
143853,1584
31752,1585
111920,1586
157036,1587
78467,1588
109327,1589
43852,1590
165451,1591
14402,1592
82860,1593
137315,1594
179282,1595
175166,1596
87792,1597
166561,1598
94588,1599
11370,1600
160138,1601
118048,1602
140591,1603
154096,1604
660,1605
159623,1606
115798,1607
148994,1608
25213,1609
75928,1610
17215,1611
118022,1612
165275,1613
9776,1614
7423,1615
181678,1616
157652,1617
65887,1618
144330,1619
182973,1620
146962,1621
98741,1622
125927,1623
122798,1624
151022,1625
190178,1626
54835,1627
74731,1628
172135,1629
73399,1630
5165,1631
54121,1632
130424,1633
55009,1634
183301,1635
47891,1636
17516,1637
147625,1638
153285,1639
83866,1640
94036,1641
64234,1642
151657,1643
40264,1644
4349,1645
40152,1646
55970,1647
178307,1648
23030,1649
19819,1650
122253,1651
149308,1652
50627,1653
24653,1654
19207,1655
41974,1656
137280,1657
93935,1658
54483,1659
135841,1660
73804,1661
56550,1662
142676,1663
74450,1664
54308,1665
95071,1666
168660,1667
124517,1668
66194,1669
123822,1670
62198,1671
114719,1672
39450,1673
151660,1674
136483,1675
26616,1676
133132,1677
97971,1678
133530,1679
168612,1680
91921,1681
116389,1682
30231,1683
57885,1684
15005,1685
179522,1686
71546,1687
139588,1688
109806,1689
141352,1690
124567,1691
119197,1692
97315,1693
90471,1694
174477,1695
265,1696
1553,1697
97138,1698
165874,1699
140509,1700
14314,1701
90216,1702
167907,1703
134274,1704
84723,1705
64012,1706
5013,1707
78980,1708
31239,1709
77444,1710
109690,1711
18040,1712
103620,1713
179834,1714
179070,1715
95900,1716
153776,1717
139216,1718
86278,1719
1195,1720
45251,1721
27582,1722
141397,1723
23848,1724
82668,1725
107360,1726
7462,1727
130118,1728
33690,1729
44633,1730
34512,1731
54468,1732
158690,1733
132490,1734
185257,1735
111579,1736
66889,1737
5918,1738
21671,1739
49605,1740
74538,1741
166576,1742
45830,1743
31236,1744
31787,1745
186088,1746
49315,1747
163016,1748
109628,1749
97640,1750
21326,1751
574,1752
174456,1753
145406,1754
83441,1755
97267,1756
145571,1757
110162,1758
43303,1759
139819,1760
152652,1761
91697,1762
143482,1763
146383,1764
47888,1765
151647,1766
20449,1767
76608,1768
31261,1769
114048,1770
175999,1771
155188,1772
50798,1773
118008,1774
183081,1775
8888,1776
33044,1777
188049,1778
95976,1779
180662,1780
123261,1781
24218,1782
67560,1783
72609,1784
160431,1785
161987,1786
129775,1787
152054,1788
132089,1789
112073,1790
119545,1791
102049,1792
14193,1793
70986,1794
183511,1795
23822,1796
172507,1797
122112,1798
10322,1799
84774,1800
181270,1801
111766,1802
96813,1803
74910,1804
165870,1805
24623,1806
113784,1807
183347,1808
66104,1809
57845,1810
138134,1811
1915,1812
79705,1813
161602,1814
100536,1815
25386,1816
63368,1817
64014,1818
145203,1819
62616,1820
177397,1821
160775,1822
13166,1823
54677,1824
88922,1825
110777,1826
167950,1827
28567,1828
102817,1829
95737,1830
3098,1831
169957,1832
29008,1833
6613,1834
124947,1835
151727,1836
2260,1837
18903,1838
32331,1839
164151,1840
171284,1841
72857,1842
39619,1843
182885,1844
132756,1845
80211,1846
73317,1847
47174,1848
34388,1849
45633,1850
73841,1851
28702,1852
29630,1853
42779,1854
121656,1855
191405,1856
79682,1857
3058,1858
98977,1859
1728,1860
161115,1861
66432,1862
85238,1863
172465,1864
76544,1865
95477,1866
1125,1867
167718,1868
61811,1869
44231,1870
111143,1871
125446,1872
33045,1873
159787,1874
145638,1875
888,1876
115464,1877
119904,1878
186938,1879
107324,1880
45660,1881
10621,1882
92542,1883
68731,1884
7972,1885
180140,1886
167425,1887
67585,1888
162541,1889
68823,1890
43054,1891
68759,1892
19063,1893
152244,1894
108236,1895
158366,1896
60050,1897
126462,1898
161333,1899
155944,1900
127756,1901
139815,1902
3519,1903
30230,1904
8329,1905
187548,1906
144541,1907
176042,1908
91337,1909
98796,1910
20656,1911
180185,1912
108699,1913
120408,1914
86010,1915
139658,1916
60375,1917
139054,1918
9254,1919
13862,1920
32801,1921
8272,1922
24075,1923
95911,1924
51918,1925
84007,1926
134396,1927
53430,1928
38462,1929
87890,1930
69925,1931
88977,1932
174439,1933
76859,1934
22610,1935
116495,1936
162602,1937
42149,1938
109963,1939
88565,1940
83871,1941
138785,1942
90847,1943
2829,1944
3656,1945
10905,1946
85527,1947
48512,1948
28096,1949
190539,1950
78927,1951
170491,1952
103969,1953
49525,1954
124902,1955
104473,1956
172277,1957
13415,1958
84702,1959
95102,1960
190374,1961
35433,1962
148560,1963
44600,1964
154320,1965
89142,1966
80019,1967
152065,1968
1189,1969
151636,1970
25747,1971
167918,1972
3821,1973
7685,1974
21224,1975
115241,1976
119919,1977
29186,1978
120018,1979
186340,1980
4104,1981
97263,1982
191026,1983
34115,1984
11547,1985
6562,1986
64549,1987
100020,1988
35506,1989
147910,1990
148176,1991
45854,1992
116095,1993
107108,1994
151269,1995
35681,1996
41445,1997
179392,1998
94676,1999
136393,2000
11629,2001
134677,2002
114817,2003
66945,2004
80667,2005
13153,2006
84726,2007
176233,2008
133051,2009
2226,2010
72544,2011
108081,2012
129993,2013
78521,2014
100152,2015
134018,2016
126480,2017
109651,2018
60103,2019
70309,2020
13685,2021
177310,2022
175088,2023
159088,2024
61079,2025
26234,2026
33755,2027
745,2028
75851,2029
123742,2030
113131,2031
180971,2032
40244,2033
40279,2034
48929,2035
153319,2036
102044,2037
102972,2038
101311,2039
20010,2040
51023,2041
112733,2042
188020,2043
180702,2044
757,2045
33243,2046
45821,2047
84135,2048
13090,2049
50436,2050
119232,2051
112672,2052
115499,2053
30722,2054
134576,2055
153616,2056
156016,2057
78672,2058
135597,2059
75706,2060
86083,2061
164248,2062
70772,2063
136997,2064
154690,2065
61280,2066
88335,2067
123886,2068
129904,2069
143419,2070
20767,2071
55638,2072
21425,2073
139402,2074
60031,2075
173591,2076
46599,2077
96863,2078
174247,2079
63194,2080
144268,2081
33889,2082
124172,2083
73445,2084
164743,2085
79664,2086
135777,2087
48489,2088
123235,2089
188205,2090
62880,2091
186056,2092
35845,2093
46111,2094
111229,2095
64943,2096
103524,2097
42937,2098
206,2099
96705,2100
185126,2101
173972,2102
50958,2103
132762,2104
30658,2105
159575,2106
110384,2107
85734,2108
73277,2109
39896,2110
128076,2111
167873,2112
77357,2113
46834,2114
37554,2115
152960,2116
146625,2117
108043,2118
140398,2119
164308,2120
117169,2121
176014,2122
5810,2123
98524,2124
50289,2125
53603,2126
156398,2127
81374,2128
119290,2129
102325,2130
93158,2131
93124,2132
135944,2133
108103,2134
168678,2135
168004,2136
76027,2137
180228,2138
47207,2139
161444,2140
141033,2141
48901,2142
160149,2143
93852,2144
89155,2145
117552,2146
101756,2147
111529,2148
66883,2149
131233,2150
27946,2151
124890,2152
117530,2153
33803,2154
80990,2155
65113,2156
157872,2157
158874,2158
134736,2159
150051,2160
29690,2161
55241,2162
20039,2163
89813,2164
164498,2165
107293,2166
40171,2167
174650,2168
81222,2169
167470,2170
159363,2171
165750,2172
191263,2173
2857,2174
67908,2175
151114,2176
4488,2177
28107,2178
38050,2179
106987,2180
39509,2181
80429,2182
181808,2183
14594,2184
127746,2185
114386,2186
17479,2187
61133,2188
49437,2189
147330,2190
174621,2191
123394,2192
66099,2193
12735,2194
20632,2195
49390,2196
82011,2197
118159,2198
24111,2199
43639,2200
112742,2201
61878,2202
113123,2203
156072,2204
76048,2205
14374,2206
15714,2207
23061,2208
177638,2209
177433,2210
182030,2211
108478,2212
189141,2213
40772,2214
68695,2215
9885,2216
103225,2217
166309,2218
36874,2219
48957,2220
21896,2221
84747,2222
137105,2223
160483,2224
179900,2225
8419,2226
6574,2227
82542,2228
49592,2229
75574,2230
73918,2231
1835,2232
179962,2233
157147,2234
173412,2235
99470,2236
18172,2237
103390,2238
114130,2239
147154,2240
174717,2241
173242,2242
57122,2243
180798,2244
65094,2245
58747,2246
109769,2247
160727,2248
9585,2249
190839,2250
132311,2251
165563,2252
19577,2253
121653,2254
191662,2255
173070,2256
120310,2257
27273,2258
175997,2259
58092,2260
185942,2261
129598,2262
119385,2263
7632,2264
148244,2265
186526,2266
144074,2267
164947,2268
152090,2269
78114,2270
27624,2271
150037,2272
148990,2273
41971,2274
60478,2275
181237,2276
72527,2277
183619,2278
35278,2279
77209,2280
59014,2281
179219,2282
145110,2283
50100,2284
23064,2285
172412,2286
108628,2287
91845,2288
189674,2289
56816,2290
44913,2291
139458,2292
16489,2293
51533,2294
178232,2295
98496,2296
80853,2297
127541,2298
61417,2299
1847,2300
7564,2301
23375,2302
12117,2303
16433,2304
103343,2305
146949,2306
42650,2307
113803,2308
185182,2309
53772,2310
80343,2311
90556,2312
69282,2313
122268,2314
69338,2315
190270,2316
93125,2317
484,2318
621,2319
44571,2320
80795,2321
133700,2322
138535,2323
75525,2324
170261,2325
43982,2326
120588,2327
50280,2328
85798,2329
102198,2330
6255,2331
131872,2332
112131,2333
87689,2334
7458,2335
134729,2336
99789,2337
96880,2338
26789,2339
58989,2340
34649,2341
133241,2342
79178,2343
96111,2344
176246,2345
166040,2346
148653,2347
55599,2348
18558,2349
41819,2350
112399,2351
114576,2352
27909,2353
129710,2354
97541,2355
22386,2356
136748,2357
34244,2358
151900,2359
126872,2360
183680,2361
114026,2362
9205,2363
23342,2364
86271,2365
31913,2366
102567,2367
168114,2368
16069,2369
169984,2370
64170,2371
184440,2372
177002,2373
129206,2374
93453,2375
176568,2376
68135,2377
119714,2378
82283,2379
176186,2380
126629,2381
29398,2382
5978,2383
16146,2384
167134,2385
5591,2386
135038,2387
63319,2388
178546,2389
163626,2390
54941,2391
82475,2392
184816,2393
86569,2394
123021,2395
94413,2396
54454,2397
9156,2398
92128,2399
157703,2400
36293,2401
99946,2402
116256,2403
4279,2404
157544,2405
7317,2406
15545,2407
75547,2408
187384,2409
67527,2410
142421,2411
82081,2412
34183,2413
88771,2414
99464,2415
134257,2416
114252,2417
144382,2418
87309,2419
101668,2420
185166,2421
79732,2422
138190,2423
136746,2424
98784,2425
20844,2426
91351,2427
47695,2428
176924,2429
120797,2430
113772,2431
170770,2432
35723,2433
1873,2434
66574,2435
94847,2436
108153,2437
134818,2438
87133,2439
69436,2440
116875,2441
65029,2442
165479,2443
74109,2444
171220,2445
553,2446
142157,2447
122219,2448
45838,2449
112684,2450
13690,2451
124323,2452
100741,2453
6185,2454
135870,2455
176638,2456
115513,2457
2627,2458
97373,2459
3927,2460
43560,2461
8734,2462
81705,2463
67922,2464
186751,2465
36653,2466
169339,2467
187639,2468
163029,2469
14021,2470
97022,2471
50295,2472
130954,2473
162558,2474
70662,2475
997,2476
123518,2477
139972,2478
23105,2479
183672,2480
28704,2481
28301,2482
105024,2483
37066,2484
56646,2485
19508,2486
136667,2487
99449,2488
52805,2489
1332,2490
91426,2491
172755,2492
125560,2493
50419,2494
39399,2495
116537,2496
168689,2497
85922,2498
